"user","item","x","observed","liked"
55,2,0.801572503702334,1,0
56,2,0.486058896232458,1,0
57,2,1.72556105665083,1,1
58,2,0.102432860750801,1,1
59,2,-0.989837074939336,1,0
60,2,-0.460441208998887,1,0
61,2,0.237661491971588,1,0
62,2,-0.269397264170906,1,1
63,2,-0.169554069656641,1,0
64,2,0.664868973266608,1,1
65,2,-0.775550915205345,1,0
66,2,-1.91926113102924,1,1
67,2,2.01933253963338,1,1
68,2,0.435210514869015,1,0
69,2,1.05016883215485,1,1
70,2,-0.312114840650401,1,1
71,2,0.0936176173045456,1,0
72,2,-2.15318775058657,1,0
73,2,0.357993071026488,1,0
74,2,0.467864811329475,1,1
75,2,-0.906688834876339,1,0
76,2,-0.529349915526749,1,0
77,2,1.34357671685515,1,1
78,2,0.46943405662348,1,1
79,2,-0.253105087750424,1,0
80,2,0.369103715328425,0,0
81,2,-1.34670719045078,1,0
82,2,1.1719354256206,1,1
83,2,-1.9087363449263,1,0
84,2,-1.00439081062399,1,0
85,2,0.676687513659109,1,1
86,2,1.15232174421702,1,1
87,2,-1.73275991756331,1,0
88,2,0.601308856586064,1,0
89,2,0.341650314074502,0,0
90,2,-0.0352810090657197,1,1
91,2,-0.626165019795731,1,0
92,2,-0.855971209746084,1,0
93,2,0.151777841973793,1,0
94,2,1.20637269384613,0,1
95,2,-1.48857788320267,1,0
96,2,-1.05037412306876,1,0
97,2,1.63787411690859,1,1
98,2,-1.20733418120328,1,1
99,2,-2.62615508460277,1,0
100,2,0.0174632661510191,1,0
1,3,0.344194027368263,1,1
2,3,0.0127198373321256,1,0
3,3,-0.873450133188962,1,0
4,3,0.342800284341219,1,0
5,3,-0.177387754282478,1,1
6,3,0.921433254590606,1,0
7,3,0.300944402209543,1,0
8,3,0.693386752709799,1,0
9,3,0.325471906278775,1,1
10,3,0.408051022728875,1,0
11,3,0.759842255891014,0,0
12,3,-2.28715352045041,1,0
13,3,0.517838261588457,1,1
14,3,-1.34723625828609,0,0
15,3,0.363159858868327,1,0
16,3,1.31475256465827,1,1
17,3,-0.448305910907794,1,1
18,3,-0.80816446825925,0,0
19,3,-0.0862684990395799,0,0
20,3,1.58542427252084,1,1
21,3,0.101057448186687,1,1
22,3,0.148762211652968,1,0
23,3,-0.546434668144039,1,0
24,3,-0.527675587264115,1,0
25,3,-0.139871559492049,0,1
26,3,-1.58941141444985,1,0
27,3,1.23410416568767,1,0
28,3,-0.335454848332105,1,0
29,3,-2.00100250680987,1,1
30,3,-0.0174584027383683,1,0
31,3,-0.240966895843615,1,0
32,3,-1.79198939892252,1,0
33,3,2.04969151122701,1,1
34,3,-1.11721761151088,1,0
35,3,-1.35354954481764,1,0
36,3,0.451302311030919,1,0
37,3,1.0332274248505,1,1
38,3,-0.195885695113888,1,0
39,3,0.227310386780745,1,0
40,3,-1.10219974998749,1,0
41,3,0.95527736854135,1,1
42,3,0.31283044591251,1,0
43,3,0.10100571319913,0,0
44,3,0.748115414290238,1,1
45,3,0.998960894793609,1,1
46,3,-0.732515309013158,1,0
47,3,0.480895240110787,1,0
48,3,-0.989450308257357,1,0
49,3,2.22955904834575,1,1
50,3,0.456736599588872,0,0
51,3,-0.0358154435846572,1,0
52,3,-0.49044270641976,0,0
53,3,-0.220566611180815,1,1
54,3,-1.10120936078499,1,0
55,3,0.063470471357051,1,0
56,3,0.583525933087138,1,0
57,3,-0.513358846194759,1,1
58,3,-0.812552121927585,1,0
59,3,-1.62931990551456,1,0
60,3,0.568905706511775,0,0
61,3,0.333783306704956,1,1
62,3,-0.211322559368946,1,0
63,3,-0.551097930399239,1,0
64,3,0.258361128941135,1,0
65,3,-1.375210446411,1,1
66,3,-1.4727541491027,1,0
67,3,-1.44520967284587,1,0
68,3,-0.361288424621171,1,0
69,3,0.79070996473063,1,1
70,3,0.714657846323989,1,0
71,3,-0.565153517298012,1,0
72,3,1.41801430342912,1,1
73,3,-1.14575678099,1,1
74,3,-0.492817822952378,1,0
75,3,-0.73305227365599,1,0
76,3,0.15923208035453,1,0
77,3,-1.75119295921948,1,1
78,3,1.18483086705245,1,0
79,3,1.20703160102077,1,0
80,3,0.977649326530504,1,1
81,3,-0.0819917440431946,1,1
82,3,1.15626342259789,1,1
83,3,0.486796336752512,1,0
84,3,0.95884866279506,1,1
85,3,0.177792371188778,1,1
86,3,0.292250881034058,1,0
87,3,-2.11334068465336,1,0
88,3,-0.538047910821091,1,0
89,3,1.01402558475317,1,1
90,3,0.101269641473852,1,0
91,3,-1.21870737154808,1,0
92,3,-0.958376792791154,1,0
93,3,-0.555797484605983,0,1
94,3,2.12187591164329,1,1
95,3,-0.179589987560952,1,0
96,3,-0.644735408242739,1,0
97,3,-2.09258377175654,1,1
98,3,-1.90187083769886,1,0
99,3,1.22225027632159,1,1
100,3,-0.851220441380158,0,0
1,4,1.62120288295757,1,1
2,4,-0.329102801964517,1,0
3,4,-2.32640952744011,1,0
4,4,2.1929979995365,1,1
5,4,-1.08247997639693,1,0
6,4,-0.506360967360063,0,0
7,4,0.0959189568330369,1,0
8,4,-0.120165257941563,1,1
9,4,-1.51866762967456,1,0
10,4,-1.51058506284295,1,0
11,4,1.3956049282303,1,1
12,4,-0.708421944079962,1,1
13,4,0.827938353109991,1,1
14,4,1.70775583721357,1,1
15,4,-0.779166556871574,1,0
16,4,-0.706899068671983,1,1
17,4,-1.99290251051536,1,0
18,4,1.89987653291093,1,1
19,4,-0.756206935872664,0,0
20,4,-0.377955779724224,1,1
21,4,-1.36395480148574,1,0
22,4,0.74195815930761,1,1
23,4,1.61097599601383,1,1
24,4,0.227387446895332,0,1
25,4,-0.400515673917362,1,0
26,4,-1.66958039964306,0,0
27,4,1.4907010973021,1,1
28,4,0.691487433198398,1,1
29,4,-0.0409774766647957,1,1
30,4,1.20434485267842,1,1
31,4,1.29851496357034,0,1
32,4,-0.462217020759918,1,1
33,4,-1.22577374782218,1,0
34,4,0.963266754105759,1,1
35,4,0.693211227960882,1,1
36,4,-0.501393165926139,1,1
37,4,3.15397141698372,1,1
38,4,-2.54910689501694,1,0
39,4,-0.00813808482908667,1,0
40,4,1.1387806409713,0,1
41,4,1.48234646794641,0,1
42,4,0.975845008963832,1,1
43,4,0.14835029328322,1,0
44,4,0.788908757307724,1,1
45,4,0.557581219707707,1,1
46,4,-0.0273943930429063,1,0
47,4,-0.877074958800242,1,0
48,4,1.2162434707284,1,1
49,4,-0.351249812274922,1,0
50,4,-0.294393117373541,1,1
51,4,0.253137809458962,1,1
52,4,0.0114979858264514,1,1
53,4,-1.97578396222506,1,0
54,4,-0.426326723861569,1,0
55,4,0.612302560110158,0,1
56,4,1.2308141088357,1,1
57,4,-1.27080780802968,1,0
58,4,-0.650555663503596,1,0
59,4,-2.44316623718536,1,0
60,4,0.996548594518466,1,1
61,4,0.00511352840900145,1,1
62,4,0.791024763837734,1,1
63,4,-0.563191536791144,1,0
64,4,0.213826202698897,1,1
65,4,0.977082664102224,1,1
66,4,-0.234161102635821,1,0
67,4,0.848660553954768,1,1
68,4,0.653970890565347,1,1
69,4,-1.59057002627388,1,0
70,4,0.309423132913911,1,1
71,4,-2.4859821898856,1,0
72,4,-0.278439107296112,1,1
73,4,-0.552433759333541,0,0
74,4,0.87604207279027,1,1
75,4,0.293483694441495,1,0
76,4,-0.597222046871897,1,1
77,4,-0.157203603307554,1,1
78,4,0.184185060278362,1,1
79,4,-1.01303201429879,1,0
80,4,-0.679843404739828,1,1
81,4,-1.24269361449976,1,0
82,4,-1.53501873647929,1,0
83,4,-0.524540013110409,1,0
84,4,-0.0185273854581721,0,1
85,4,-1.56814717115897,1,0
86,4,0.467851674195392,1,1
87,4,-0.667828863981452,1,0
88,4,0.311082359587522,1,1
89,4,0.142551004168543,1,1
90,4,-0.374034720730812,0,0
91,4,-1.94492637603576,1,0
92,4,-1.59768131407039,1,1
93,4,-2.54065786097916,0,0
94,4,1.36204724954097,1,1
95,4,-0.360666003351832,1,0
96,4,1.93639731086409,1,1
97,4,-1.45588379753146,1,0
98,4,1.48190570829728,1,1
99,4,1.0761196360479,1,1
100,4,-0.757488401365975,1,1
1,5,0.714085544432429,1,1
2,5,0.581384629232897,1,1
3,5,-0.146723902426033,0,1
4,5,1.50698177745129,1,1
5,5,-0.279532643245176,0,0
6,5,2.02773873329871,1,1
7,5,-1.19574019582924,1,1
8,5,1.31231789167378,1,1
9,5,-0.524007512771118,1,0
10,5,0.354249509141301,0,1
11,5,-0.0716744876824941,0,1
12,5,-0.133144306285028,1,0
13,5,-0.0880773843693027,1,0
14,5,0.917788931310637,1,1
15,5,0.031439264369752,1,1
16,5,1.35893058212786,1,1
17,5,0.113494845099203,1,1
18,5,0.174306546340086,1,0
19,5,-0.053480404684855,1,1
20,5,-0.424758034043152,1,0
21,5,0.207911552099919,1,1
22,5,0.99292291778912,1,1
23,5,0.813857888451312,1,1
24,5,0.996005583833509,1,1
25,5,1.73274427091968,1,1
26,5,0.357042034431723,1,1
27,5,0.15572633458215,1,1
28,5,1.55278865626246,0,1
29,5,-0.0640696178455259,1,1
30,5,-1.00821875816368,1,0
31,5,-0.892895523657041,0,1
32,5,-0.654514621220146,1,0
33,5,-1.4337828285212,1,0
34,5,1.41818435319827,1,1
35,5,-0.593885665293328,1,1
36,5,1.11897179804218,1,1
37,5,2.38408156329113,1,1
38,5,-0.40328649415479,1,0
39,5,0.370108558443746,1,1
40,5,-0.575293013734413,0,0
41,5,2.91922880714949,1,1
42,5,-1.07891478952188,1,0
43,5,1.17849132928048,1,1
44,5,0.869602773179034,1,1
45,5,0.931166309798506,1,1
46,5,1.02468122759902,1,1
47,5,0.612975056104969,1,1
48,5,0.608190081478319,0,1
49,5,-0.892891710239735,1,0
50,5,0.452035606317074,1,1
51,5,-0.374712307021741,0,1
52,5,2.84018514503792,1,1
53,5,0.732393453235039,1,1
54,5,0.840518928246033,1,1
55,5,-2.2196521173488,1,1
56,5,-1.3274637820721,1,0
57,5,-0.976660698145144,1,0
58,5,-0.587075872029574,0,0
59,5,-0.568012815275937,1,1
60,5,0.643640956726207,1,1
61,5,-0.237307107556194,1,0
62,5,-0.298578025706688,1,0
63,5,1.18956255922974,1,1
64,5,-2.10894120385805,1,0
65,5,-0.0732820039954618,1,1
66,5,0.863402869273734,0,1
67,5,1.07470746145087,1,1
68,5,-0.205852630215998,1,0
69,5,-0.433613832458068,1,0
70,5,-0.182223784408139,1,1
71,5,-0.431078672978459,1,1
72,5,-0.424609610431925,0,0
73,5,-1.3538196764308,1,0
74,5,-0.196594948982215,1,0
75,5,0.234116136807353,1,1
76,5,-0.557206294019108,1,0
77,5,-1.11332527493423,1,0
78,5,-1.63063542586023,1,0
79,5,-0.387823881460715,1,1
80,5,1.72263201663562,1,1
81,5,-0.558500300160839,1,0
82,5,-0.636660846087287,1,0
83,5,2.78138713385586,1,1
84,5,-1.95725587639345,0,0
85,5,0.142527896359,1,0
86,5,0.664498798923618,1,1
87,5,-0.478627492484917,1,1
88,5,1.18368958312197,1,1
89,5,0.805437291322411,1,1
90,5,0.0533177579003455,1,1
91,5,-1.1673464152494,1,1
92,5,0.323350155867517,0,1
93,5,-0.320783022434152,1,0
94,5,-0.885950264101112,1,0
95,5,0.151278171838043,1,1
96,5,0.57936347204544,1,1
97,5,-0.0791668261764699,1,0
98,5,0.848767635305161,1,1
99,5,-2.51103348713237,1,1
100,5,0.738477114377377,1,1
1,6,-0.570994285312183,1,0
2,6,0.286539016362005,1,1
3,6,1.14761985588741,1,1
4,6,0.139558702073078,1,0
5,6,0.0889266087987601,1,1
6,6,-2.63015931699317,0,1
7,6,-1.21722083212186,1,0
8,6,0.749152578850181,1,1
9,6,-1.41593292411236,1,0
10,6,-0.112382661837672,1,1
11,6,0.304032006042898,1,0
12,6,-0.354012804948049,1,0
13,6,-0.851242489529453,1,0
14,6,-1.46117307516936,1,1
15,6,0.264251846213868,1,1
16,6,-1.90735794401727,1,0
17,6,-0.925231266230656,1,0
18,6,-0.11157129294476,1,1
19,6,-0.965234425432678,1,0
20,6,-0.162898923853373,1,0
21,6,0.860184054944303,1,1
22,6,0.0180987749773109,1,1
23,6,0.13726245583651,1,1
24,6,1.59888607124798,1,1
25,6,-0.11130084868045,1,0
26,6,0.285455873566112,0,1
27,6,-1.98390989606672,1,0
28,6,0.0307402181073715,1,0
29,6,-0.760004886262192,0,0
30,6,-1.22401321751577,0,1
31,6,1.00236665253138,1,1
32,6,-0.0215414228588399,1,1
33,6,0.94532133928423,1,1
34,6,-0.908491216197208,1,1
35,6,-2.40220222687674,1,0
36,6,0.162938047526826,1,0
37,6,0.943208930634555,1,1
38,6,2.54460486023111,1,1
39,6,0.887190933493354,1,1
40,6,1.06043676648591,1,1
41,6,-0.615747889000869,1,0
42,6,0.352854881416532,0,1
43,6,-0.475328128308476,1,0
44,6,0.422056369813675,1,1
45,6,-1.1835591542214,1,0
46,6,-0.383749583492094,1,1
47,6,-1.45966580569284,0,0
48,6,0.0457732244649357,1,1
49,6,0.452456113831145,1,1
50,6,0.0575658703764589,1,1
51,6,-0.63869385314868,1,0
52,6,-0.23868131830546,1,0
53,6,-1.64290262156884,1,0
54,6,-0.222574570956619,0,1
55,6,-1.77556845073388,1,0
56,6,-0.0154659027849208,1,1
57,6,1.7510468744589,1,1
58,6,0.704206505549981,1,1
59,6,1.48101932421716,1,1
60,6,1.35288791215922,1,1
61,6,-0.329957835667702,1,0
62,6,0.363498740513271,1,1
63,6,-1.82766273311387,1,0
64,6,0.893777744052533,1,1
65,6,-0.719124934258425,0,0
66,6,0.940509519826436,1,1
67,6,-1.87115759094389,1,0
68,6,1.1470027171805,1,1
69,6,-0.502991094870725,1,0
70,6,1.42589836833203,0,1
71,6,-0.0193399555708498,1,1
72,6,-0.638073726419699,1,0
73,6,0.498271000392072,1,1
74,6,-0.0582467351906532,1,1
75,6,-0.626216777775201,1,0
76,6,-0.89462076076131,1,0
77,6,2.4100602149449,1,1
78,6,-0.949647250572148,1,1
79,6,0.559151500570031,1,1
80,6,-0.211414689679582,1,0
81,6,-1.01785480180753,1,0
82,6,-1.39019098922727,0,1
83,6,-1.48862930913481,1,0
84,6,-1.40604463352557,1,0
85,6,-1.49623548221371,1,0
86,6,0.686145924102054,1,1
87,6,-0.236761630680826,1,1
88,6,1.99914242920796,1,1
89,6,0.633238682895559,0,1
90,6,1.64819754690779,1,1
91,6,0.502718643389684,1,1
92,6,0.845467412356198,1,1
93,6,0.467247395729231,1,1
94,6,-0.402055063696625,1,1
95,6,0.923526703253396,1,1
96,6,-0.0080556407117813,1,1
97,6,1.03378423761425,1,1
98,6,-0.799126981726699,1,1
99,6,1.00423302095334,1,1
100,6,-0.311973356192691,1,0
1,7,-0.88614958536232,1,1
2,7,-1.9222548962705,0,0
3,7,1.61970074406333,1,1
4,7,0.519269904664384,1,0
5,7,-0.055849931834021,0,1
6,7,0.696417610118512,0,0
7,7,0.0535156788292137,1,0
8,7,-1.31028349719307,1,0
9,7,-2.12306605809801,0,1
10,7,-0.208078589007654,1,0
11,7,-0.312786579520356,0,0
12,7,-1.05823570968124,1,0
13,7,0.417223595566457,1,1
14,7,-0.315451534215849,1,0
15,7,0.82554913408199,1,1
16,7,1.29127203757818,1,1
17,7,-0.625104977916382,1,1
18,7,-0.87514675454924,1,0
19,7,0.14335694280806,1,0
20,7,1.42518963325776,1,1
21,7,-1.7347494260304,1,1
22,7,-0.837404647022428,1,0
23,7,-0.715752615389938,1,0
24,7,0.374820958042662,1,0
25,7,2.38332796196972,1,1
26,7,-0.46391296156182,1,0
27,7,-0.426500402118622,1,0
28,7,-1.7030952143982,1,0
29,7,-1.04149735602985,1,1
30,7,0.768734962012234,0,1
31,7,-0.74532037743636,1,0
32,7,-0.486471495507802,1,0
33,7,-0.353039444838667,1,1
34,7,-0.0623005243988452,1,0
35,7,1.61961510955958,1,1
36,7,1.24621140625639,1,0
37,7,2.00858995573927,1,1
38,7,-1.85441951282407,1,0
39,7,-0.462714382489477,1,0
40,7,1.04310383332729,1,1
41,7,-0.303837521371803,0,1
42,7,0.318080700037989,1,0
43,7,-0.648749008450818,0,0
44,7,-1.86890434352981,1,0
45,7,-1.20699657864546,1,1
46,7,1.89725805765655,1,1
47,7,-0.261585559466751,1,0
48,7,1.78798171613725,1,1
49,7,0.867300515577598,1,1
50,7,0.702580937904198,0,0
51,7,1.62353223954902,1,1
52,7,-1.59015870924774,1,0
53,7,-0.609991214522565,1,1
54,7,-0.313281133735337,1,0
55,7,-0.922129768086484,1,0
56,7,-0.256480607956338,1,0
57,7,-2.08285463723404,1,1
58,7,-1.4171539793372,1,0
59,7,0.610781009704744,1,0
60,7,0.241520797914292,1,0
61,7,1.3039648225257,1,1
62,7,-0.334528577849582,1,0
63,7,-0.384539895488476,1,0
64,7,-0.421168211981295,1,0
65,7,-0.958355232914479,1,1
66,7,0.249116308442917,1,0
67,7,-1.17887936999387,0,0
68,7,0.49559328314573,1,0
69,7,-0.177704306126236,1,1
70,7,0.774733935719587,1,1
71,7,1.24794637649306,1,1
72,7,-0.416216757497457,1,0
73,7,-0.42971793567404,1,1
74,7,-0.0465252246593674,1,0
75,7,-0.658591540594635,1,0
76,7,1.60258407676699,1,1
77,7,-0.0636720487547397,1,1
78,7,0.868827634114335,1,0
79,7,0.378375480525493,1,0
80,7,1.41568816870243,1,1
81,7,-0.209026756578789,1,1
82,7,-2.67804459234963,1,0
83,7,0.609180470956189,1,0
84,7,-1.03364017718239,1,0
85,7,0.497391496417443,1,1
86,7,-0.973892336533007,1,0
87,7,-0.0944719078341068,1,0
88,7,-0.55397669395461,1,0
89,7,-0.245759575807179,1,1
90,7,-0.654785608807158,0,0
91,7,-0.983805242713974,1,0
92,7,0.196407460672124,1,0
93,7,-1.21652631223445,1,1
94,7,-0.285042864419352,1,0
95,7,-0.300346064814908,1,0
96,7,-0.638620500617601,1,0
97,7,1.74284789606923,1,1
98,7,-1.86940059565442,1,0
99,7,0.0311844918990805,0,0
100,7,-1.20911412955621,1,0
1,8,-1.34105094793775,0,0
2,8,-0.0457072264322655,0,0
3,8,2.18799111569512,1,1
4,8,1.42209579552564,1,1
5,8,0.183247021476489,1,0
6,8,-0.652932838380961,1,0
7,8,2.04255931610422,1,1
8,8,-0.234491194840375,1,1
9,8,-0.891424766586292,0,0
10,8,-1.35747030552191,1,0
11,8,-0.584027988054509,1,0
12,8,1.66809511696324,1,1
13,8,1.08574335585037,1,0
14,8,0.557528328618703,1,0
15,8,-1.63683281866016,1,0
16,8,-0.271538029632115,1,1
17,8,1.0917985539091,1,1
18,8,-0.313753260213032,1,0
19,8,-0.682023897202607,1,0
20,8,0.0520806864869834,1,1
21,8,-0.709296467839587,1,0
22,8,-0.354708314346325,1,0
23,8,2.39503334179611,0,1
24,8,0.551009936822662,1,1
25,8,1.24878589516192,1,1
26,8,0.0494701524457691,1,0
27,8,-0.455548815270433,1,0
28,8,0.657889402027386,1,1
29,8,-1.48546741238514,1,0
30,8,1.46918454895137,1,1
31,8,-0.221761166104173,1,0
32,8,-3.02230321365538,1,1
33,8,-0.869095539586013,1,0
34,8,-0.413891554934754,1,0
35,8,1.98921826495574,1,1
36,8,-0.078989767510778,1,1
37,8,-1.48382894682663,1,0
38,8,-0.286871051313951,1,0
39,8,-0.901023769016841,1,0
40,8,-1.574017112396,1,1
41,8,-0.668314931523572,1,0
42,8,-1.85616451407826,1,0
43,8,2.68392291802792,1,1
44,8,0.278246735587241,1,1
45,8,0.625069616682233,1,0
46,8,-1.15143250208533,1,0
47,8,1.29566730742514,1,0
48,8,0.522128473389211,1,1
49,8,-0.938626500416387,1,0
50,8,-0.107737862273648,1,0
51,8,-0.39963150834139,1,0
52,8,1.28670136272781,0,1
53,8,-0.163649099670905,1,0
54,8,1.08522983690742,1,1
55,8,0.729831945274563,1,1
56,8,-0.299175593962755,1,1
57,8,-0.0499186138728137,1,0
58,8,-0.862410305624267,1,0
59,8,-0.497998098950626,0,0
60,8,-1.39591821707638,1,1
61,8,-0.424377209108075,1,0
62,8,-0.364887330459423,1,0
63,8,-0.218080698235093,1,0
64,8,2.49935178789941,1,1
65,8,0.145173889834543,1,0
66,8,-1.4778034432459,1,0
67,8,0.929243486796702,1,0
68,8,-0.288020655264367,1,1
69,8,1.40937245611348,1,1
70,8,0.053768001220129,1,0
71,8,1.60676777835353,1,1
72,8,-0.0172271235923625,1,1
73,8,-0.542639050559564,1,0
74,8,1.9786926597401,0,1
75,8,-1.36611264523146,1,0
76,8,0.424896361470324,1,1
77,8,-0.976309021479906,1,0
78,8,1.19297168388268,1,1
79,8,0.440959630244447,1,0
80,8,-0.429097559489887,0,1
81,8,-0.377664266101451,0,0
82,8,0.888700057764328,1,1
83,8,-1.06500611114445,1,0
84,8,-0.777271197344697,1,1
85,8,0.40786263410391,1,0
86,8,0.750271673481492,1,0
87,8,-1.71500317257465,1,0
88,8,0.192254686867909,1,1
89,8,-1.16173323791098,1,0
90,8,-0.64182866447016,1,0
91,8,1.31243918737546,1,1
92,8,1.001540094408,1,1
93,8,-0.19352784002616,0,0
94,8,-0.9331768198576,1,0
95,8,0.310329445057101,1,0
96,8,1.58332171358656,1,1
97,8,0.906149174876552,1,0
98,8,0.401142830956497,1,0
99,8,0.0756974415287978,1,0
100,8,1.05948916812251,1,1
1,9,0.916938037311124,1,0
2,9,0.809273076943848,1,0
3,9,-0.711622278677474,0,1
4,9,-2.68958517903653,1,0
5,9,-0.567047025402639,1,0
6,9,1.29919883255821,1,0
7,9,-0.190291544554818,1,1
8,9,-0.638048333690776,0,0
9,9,-2.03538388162579,1,0
10,9,-0.604372355447083,1,0
11,9,-0.808161889076339,1,1
12,9,-0.606779178488506,1,0
13,9,0.0869088205053803,1,0
14,9,-0.234297029397194,0,0
15,9,1.26252689567853,1,1
16,9,-1.56379809166681,1,0
17,9,-1.49347152278348,0,0
18,9,-1.09713482195183,0,0
19,9,-0.0291067478840087,1,1
20,9,2.17368491956429,1,1
21,9,1.36978704873579,1,1
22,9,-0.378380661488477,1,0
23,9,-0.778744876326706,1,1
24,9,1.26408532917631,1,0
25,9,0.308013117041762,1,0
26,9,-0.418501689523395,1,0
27,9,-0.0376429295763268,1,1
28,9,1.18729856637511,1,1
29,9,-0.105657693844905,1,0
30,9,0.202441652299197,1,0
31,9,0.780408474277473,1,1
32,9,-0.542142379532731,0,0
33,9,-2.02653214649499,1,0
34,9,-0.0216719936807863,1,0
35,9,1.22228260594031,1,1
36,9,-0.173681631884584,1,0
37,9,0.664013191727257,1,1
38,9,-0.547838197912795,1,0
39,9,-0.917442005441945,0,1
40,9,0.437105753033052,1,0
41,9,-0.384968561551574,0,0
42,9,0.842375303778161,1,0
